# x, y_pred
-5.000000000000000000e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -1.984286609513219446e-05 -3.659279900602996349e-04
-4.285714149475097656e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.032556767517235130e-05 -3.493716649245470762e-04
-3.571428537368774414e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.067646710202097893e-05 -3.383172443136572838e-04
-2.857142925262451172e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.093747025355696678e-05 -3.339648537803441286e-04
-2.142857074737548828e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.113773007295094430e-05 -3.292008477728813887e-04
-1.428571462631225586e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.128236883436329663e-05 -3.182139480486512184e-04
-7.142857313156127930e-01 -5.000000000000000000e+00 0.000000000000000000e+00 -2.109958040819037706e-05 -3.159014740958809853e-04
0.000000000000000000e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.139726348104886711e-05 -3.210684226360172033e-04
7.142857313156127930e-01 -5.000000000000000000e+00 0.000000000000000000e+00 -2.230573045380879194e-05 -3.294506750535219908e-04
1.428571462631225586e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.290920929226558656e-05 -3.406009927857667208e-04
2.142857074737548828e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.278105966979637742e-05 -3.479404549580067396e-04
2.857142925262451172e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.279699219798203558e-05 -3.438448475208133459e-04
3.571428537368774414e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.312868309672921896e-05 -3.319507522974163294e-04
4.285714149475097656e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.347260306123644114e-05 -3.154594160150736570e-04
5.000000000000000000e+00 -5.000000000000000000e+00 0.000000000000000000e+00 -2.463005148456431925e-05 -3.148488758597522974e-04
-5.000000000000000000e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -1.972276186279486865e-05 -3.743161505553871393e-04
-4.285714149475097656e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.032657721429131925e-05 -3.613216395024210215e-04
-3.571428537368774414e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.087727625621482730e-05 -3.462997265160083771e-04
-2.857142925262451172e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.128070809703785926e-05 -3.376575186848640442e-04
-2.142857074737548828e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.158945790142752230e-05 -3.329020692035555840e-04
-1.428571462631225586e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.188905455113854259e-05 -3.223361563868820667e-04
-7.142857313156127930e-01 -4.285714149475097656e+00 0.000000000000000000e+00 -2.197216963395476341e-05 -3.158147737849503756e-04
0.000000000000000000e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.231496364402119070e-05 -3.198974009137600660e-04
7.142857313156127930e-01 -4.285714149475097656e+00 0.000000000000000000e+00 -2.315374149475246668e-05 -3.286983701400458813e-04
1.428571462631225586e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.359280188102275133e-05 -3.383662551641464233e-04
2.142857074737548828e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.364741339988540858e-05 -3.396945248823612928e-04
2.857142925262451172e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.402343488938640803e-05 -3.321295953355729580e-04
3.571428537368774414e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.432809924357570708e-05 -3.189650597050786018e-04
4.285714149475097656e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.490148108336143196e-05 -3.138623724225908518e-04
5.000000000000000000e+00 -4.285714149475097656e+00 0.000000000000000000e+00 -2.522004797356203198e-05 -3.295593487564474344e-04
-5.000000000000000000e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.001695975195616484e-05 -3.742399276234209538e-04
-4.285714149475097656e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.036041769315488636e-05 -3.687556600198149681e-04
-3.571428537368774414e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.102795588143635541e-05 -3.560257318895310163e-04
-2.857142925262451172e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.163499266316648573e-05 -3.435020043980330229e-04
-2.142857074737548828e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.208453042840119451e-05 -3.366303571965545416e-04
-1.428571462631225586e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.251773730677086860e-05 -3.275783965364098549e-04
-7.142857313156127930e-01 -3.571428537368774414e+00 0.000000000000000000e+00 -2.286651942995376885e-05 -3.172010474372655153e-04
0.000000000000000000e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.328032678633462638e-05 -3.190501010976731777e-04
7.142857313156127930e-01 -3.571428537368774414e+00 0.000000000000000000e+00 -2.402084646746516228e-05 -3.267751599196344614e-04
1.428571462631225586e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.444402161927428097e-05 -3.315671638119965792e-04
2.142857074737548828e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.487313940946478397e-05 -3.275413764640688896e-04
2.857142925262451172e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.533261431381106377e-05 -3.190911957062780857e-04
3.571428537368774414e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.542140464356634766e-05 -3.127930976916104555e-04
4.285714149475097656e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.485821823938749731e-05 -3.264624392613768578e-04
5.000000000000000000e+00 -3.571428537368774414e+00 0.000000000000000000e+00 -2.335904537176247686e-05 -3.516716242302209139e-04
-5.000000000000000000e+00 -2.857142925262451172e+00 0.000000000000000000e+00 -2.119202508765738457e-05 -3.651783044915646315e-04
-4.285714149475097656e+00 -2.857142925262451172e+00 0.000000000000000000e+00 -2.099467928928788751e-05 -3.666567790787667036e-04
-3.571428537368774414e+00 -2.857142925262451172e+00 0.000000000000000000e+00 -2.134821261279284954e-05 -3.610940475482493639e-04
-2.857142925262451172e+00 -2.857142925262451172e+00 0.000000000000000000e+00 -2.204349766543600708e-05 -3.496742865536361933e-04
-2.142857074737548828e+00 -2.857142925262451172e+00 0.000000000000000000e+00 -2.265804687340278178e-05 -3.402245929464697838e-04
